yr,mo,period,Treatment_Number,plot,stake,east,north,species,sex,reprod,vagiNAO,nipples,pregNAOnt,wgt,tag,note2,ltag,note3,note5
1998,5,242,1,2,12,681288.653,3535283.029,DM,M,,,,,45,6002DM,,0,,
1999,2,252,1,2,12,681288.653,3535283.029,DO,F,,B,,,49,198,,0,,
1979,1,19,1,2,12,681288.653,3535283.029,OL,F,,,,,31,1616,,0,,
1978,3,9,1,2,12,681288.653,3535283.029,PF,M,,,,,8,100,,0,,
1982,11,63,1,2,12,681288.653,3535283.029,PF,M,,,,,7,8713,,0,,
1981,2,43,1,2,12,681288.653,3535283.029,DM,M,,,,,48,2779,,0,,
1978,12,18,1,2,12,681288.653,3535283.029,DM,M,,,,,46,1641,,0,,
1987,4,109,1,2,12,681288.653,3535283.029,DM,F,,,E,,42,6701,,0,,
1987,4,110,1,2,12,681288.653,3535283.029,PM,F,,,E,P,24,7571,,0,,
1985,11,95,1,2,12,681288.653,3535283.029,DM,M,,,,,46,5467,,0,,
1985,12,96,1,2,12,681288.653,3535283.029,DM,M,,,,,47,5467,,0,,
2009,7,375,1,2,13,681294.84,3535283.392,PB,M,,,,,31,377240,,,,
2009,8,376,1,2,13,681294.84,3535283.392,DO,M,,,,,31,000803,*,000931,,
2009,11,379,1,2,13,681294.84,3535283.392,OL,M,,,,,40,383F52,,,,
2011,4,392,1,2,13,681294.84,3535283.392,DM,M,,,,,32,000134,,000135,,
2012,8,408,1,2,13,681294.84,3535283.392,PP,F,,,,,16,,,,,
2011,5,393,1,2,13,681294.84,3535283.392,DM,M,,,,,42,000134,,000135,,
2012,12,412,1,2,13,681294.84,3535283.392,DM,F,,,,,30,000516,,000517,,
2006,11,342,1,2,13,681294.84,3535283.392,PP,F,,,,,19,140F70,*,0,,
2006,3,334,1,2,13,681294.84,3535283.392,DM,F,,,E,,46,0D240A,*,,,
2006,4,335,1,2,13,681294.84,3535283.392,DM,F,,,E,,41,165D30,*,0,,
2006,1,332,1,2,13,681294.84,3535283.392,PB,F,,,,,27,093D1D,,0,,
2006,1,331,1,2,13,681294.84,3535283.392,OT,F,,,,,21,3A5752,,,,
2005,4,322,1,2,13,681294.84,3535283.392,DM,F,,,B,,41,96913,,0,,
2004,12,319,1,2,13,681294.84,3535283.392,PB,F,,,,,19,6B3271,,0,,
2005,1,320,1,2,13,681294.84,3535283.392,PB,F,,,,,30,6B3271,,0,,
2007,5,348,1,2,13,681294.84,3535283.392,DM,M,,,,,49,75582D,,,,
2007,3,346,1,2,13,681294.84,3535283.392,PP,F,,,,,16,756509,*,,,
2007,4,347,1,2,13,681294.84,3535283.392,PB,M,,,,,48,246A51,*,,,
2007,7,350,1,2,13,681294.84,3535283.392,PP,M,,,,,12,2D5300,*,,,
2007,6,349,1,2,13,681294.84,3535283.392,PB,F,,,,,17,702E01,*,,,
2003,6,301,1,2,13,681294.84,3535283.392,DO,F,,,,,44,416030,*,0,,
2004,6,313,1,2,13,681294.84,3535283.392,PP,F,,,E,P,21,07393C,,0,,
2003,3,297,1,2,13,681294.84,3535283.392,OT,M,,,,,27,4A0051,,0,,
1988,2,119,1,2,13,681294.84,3535283.392,DM,M,,,,,45,7180,,0,,
1988,1,118,1,2,13,681294.84,3535283.392,DM,F,,,,,41,6701,,0,,
1989,3,132,1,2,13,681294.84,3535283.392,OL,F,,S,,,34,7499,,0,,
1990,8,150,1,2,13,681294.84,3535283.392,DO,F,,,E,,49,8781,,0,,
1994,2,192,1,2,13,681294.84,3535283.392,DM,M,,,,,40,0D8945,,0,,
1992,10,177,1,2,13,681294.84,3535283.392,DO,F,,,,,,2291,,0,,
1990,11,153,1,2,13,681294.84,3535283.392,DM,F,,,,,47,1220,,0,,
1995,2,204,1,2,13,681294.84,3535283.392,DM,F,,S,,,45,1F5272,*,0,,
1990,10,152,1,2,13,681294.84,3535283.392,DM,M,,,,,38,1337,,0,,
2008,5,360,1,2,13,681294.84,3535283.392,DM,M,,,,,46,537874,,,,
2008,1,356,1,2,13,681294.84,3535283.392,DO,F,,S,,,58,1C172D,,,,
2009,5,373,1,2,13,681294.84,3535283.392,PP,M,,,,,18,480B31,*,,,
2007,12,355,1,2,13,681294.84,3535283.392,PB,F,,,,,29,764376,,,,
2008,2,357,1,2,13,681294.84,3535283.392,DO,F,,,,,60,1C172D,,,,
2009,4,372,1,2,13,681294.84,3535283.392,DO,F,,,E,,52,061C7B,*,,,
2008,6,361,1,2,13,681294.84,3535283.392,PB,M,,,,,35,2D4C14,,,,
2001,12,283,1,2,13,681294.84,3535283.392,PP,M,,,,,17,215F14,,0,,
2002,1,284,1,2,13,681294.84,3535283.392,DM,F,,,,,45,75291E,,0,,
2001,11,282,1,2,13,681294.84,3535283.392,PP,M,,,,,16,215F14,,0,,
2000,7,267,1,2,13,681294.84,3535283.392,PP,M,,,,,14,7143PP,,0,,
2001,10,281,1,2,13,681294.84,3535283.392,OT,M,,,,,21,773,,0,,
2002,11,293,1,2,13,681294.84,3535283.392,PB,M,,,,,44,170B2B,,0,,
2002,4,287,1,2,13,681294.84,3535283.392,DM,F,,,E,P,51,75291E,,0,,
2001,3,274,1,2,13,681294.84,3535283.392,DM,F,,,B,P,60,0B7D36,,0,,
1996,4,219,1,2,13,681294.84,3535283.392,DM,F,J,,,,26,F5BEBB,*,0,,
1997,7,233,1,2,13,681294.84,3535283.392,DM,M,,,,,44,762B83,,0,,
1996,2,217,1,2,13,681294.84,3535283.392,DM,M,,,,,45,144579,*,0,,
1995,12,215,1,2,13,681294.84,3535283.392,DM,M,J,,,,23,0,,0,,D
1996,3,218,1,2,13,681294.84,3535283.392,DM,F,,,E,,41,1F4CD8,,0,,
1997,6,232,1,2,13,681294.84,3535283.392,DM,M,,,,,46,762B83,,0,,
1998,3,241,1,2,13,681294.84,3535283.392,DM,M,,,,,43,0,,0,,
2000,4,264,1,2,13,681294.84,3535283.392,DO,F,,,E,,42,676,*,0,,
1982,3,56,1,2,13,681294.84,3535283.392,OL,F,,S,,,43,3449,,0,,
1985,2,87,1,2,13,681294.84,3535283.392,DM,F,,,,,37,5597,,0,,
1987,3,108,1,2,13,681294.84,3535283.392,DM,F,,,,,38,6844,,0,,
1983,9,72,1,2,13,681294.84,3535283.392,DM,M,,,,,38,5179,,0,,
1983,11,74,1,2,13,681294.84,3535283.392,DM,M,,,,,37,5179,,0,,
1985,5,89,1,2,13,681294.84,3535283.392,DM,F,,,B,,40,5597,,0,,
2012,2,402,1,2,14,681301,3535283.438,DM,F,,S,,,46,000727,,000294,,
2012,9,409,1,2,14,681301,3535283.438,DM,M,,,,,46,000575,*,000574,*,
2012,7,407,1,2,14,681301,3535283.438,DM,F,,,B,,45,000727,,000294,,
2011,3,391,1,2,14,681301,3535283.438,DM,M,J,,,,25,000134,*,000135,*,
2012,11,411,1,2,14,681301,3535283.438,DM,F,,,,,27,000516,*,000517,*,
2006,4,335,1,2,14,681301,3535283.438,DM,F,,S,B,,45,0D240A,,0,,
2004,10,317,1,2,14,681301,3535283.438,PB,M,,,,,45,261651,*,0,,
2006,3,333,1,2,14,681301,3535283.438,DM,M,,,,,53,78130F,*,0,,
2004,11,318,1,2,14,681301,3535283.438,PB,M,,,,,34,486067,,0,,
2005,7,325,1,2,14,681301,3535283.438,PB,F,,,,,28,3C7573,*,0,,
2006,3,333,1,2,14,681301,3535283.438,PP,M,,,,,19,131E55,*,0,,
2005,8,326,1,2,14,681301,3535283.438,PB,F,,,,,26,0A592F,*,0,,
2006,1,332,1,2,14,681301,3535283.438,OT,F,,,,,20,3A5752,,0,,
2005,9,328,1,2,14,681301,3535283.438,PB,F,,,,,28,0A592F,,0,,
2005,11,329,1,2,14,681301,3535283.438,PB,F,,,,,27,093D1D,,0,,
2007,8,351,1,2,14,681301,3535283.438,PB,F,,,,,29,702E01,,,,
2007,10,353,1,2,14,681301,3535283.438,PM,M,,,,,21,002728,*,,,
2007,7,350,1,2,14,681301,3535283.438,PB,F,,,,,26,702E01,,,,
2004,8,315,1,2,14,681301,3535283.438,PB,F,,,,,32,6B3271,,0,,
2003,3,298,1,2,14,681301,3535283.438,PP,M,,,,,15,75224F,,0,,
2003,11,306,1,2,14,681301,3535283.438,PB,M,,,,,29,223C0A,,0,,
2003,7,302,1,2,14,681301,3535283.438,PP,F,,,,,18,07393C,,0,,
2003,5,300,1,2,14,681301,3535283.438,PP,F,,,,,14,5B1622,,0,,
1990,1,143,1,2,14,681301,3535283.438,DO,F,J,,,,30,1192,,0,,
1989,1,130,1,2,14,681301,3535283.438,OL,M,,,,,42,7483,,0,,
1992,8,175,1,2,14,681301,3535283.438,PP,M,,,,,19,6111,,0,,
1991,8,162,1,2,14,681301,3535283.438,OT,M,,,,,20,1916,,0,,
1992,3,169,1,2,14,681301,3535283.438,DO,M,,,,,50,1748,,0,,
1991,9,163,1,2,14,681301,3535283.438,DO,F,,S,,,48,1771,,0,,
2008,4,359,1,2,14,681301,3535283.438,PB,M,,,,,40,3D252F,,,,
2008,8,364,1,2,14,681301,3535283.438,PB,M,,,,,38,2D4C14,,,,
2000,7,267,1,2,14,681301,3535283.438,PP,M,,,,,17,7004PP,,0,,
2001,10,281,1,2,14,681301,3535283.438,OT,M,,,,,22,754,,0,,
2002,5,288,1,2,14,681301,3535283.438,PB,M,J,,,,17,676B0E,*,0,,
2002,4,287,1,2,14,681301,3535283.438,PP,F,,,,,14,301E73,*,0,,
2001,11,282,1,2,14,681301,3535283.438,DM,F,,,E,,47,75291E,,0,,
1995,12,214,1,2,14,681301,3535283.438,DM,M,,,,,50,0D8945,,0,,
1997,4,230,1,2,14,681301,3535283.438,PP,F,,,,,22,CAB71B,*,0,,
1995,8,211,1,2,14,681301,3535283.438,PP,F,,,E,,18,158EB0,*,0,,
1996,3,218,1,2,14,681301,3535283.438,PP,F,,,,,18,1F0CC1,,0,,
1997,5,231,1,2,14,681301,3535283.438,PP,M,,,,,20,DBBC14,,0,,
2000,4,264,1,2,14,681301,3535283.438,PB,F,,,E,,31,0114PB,,0,,
1999,11,259,1,2,14,681301,3535283.438,PP,F,,,,,12,0122PP,*,0,,
1979,7,24,1,2,14,681301,3535283.438,NAO,M,,,,,206,1742,,0,,
1980,1,30,1,2,14,681301,3535283.438,OL,M,,,,,36,2084,,0,,
1987,4,110,1,2,14,681301,3535283.438,DM,M,,,,,46,6941,,0,,
2011,8,396,1,2,15,681307.233,3535283.499,DM,F,,,,,39,000727,*,000294,,
2012,9,409,1,2,15,681307.233,3535283.499,DM,F,,,E,,47,000727,,000294,,
2011,3,391,1,2,15,681307.233,3535283.499,DM,M,J,,,,25,000133,*,000792,*,
2011,5,393,1,2,15,681307.233,3535283.499,DM,M,,,,,40,000133,,000792,,
2012,5,405,1,2,15,681307.233,3535283.499,DM,F,,,E,,45,000727,,000294,,
2009,9,377,1,2,15,681307.233,3535283.499,DM,M,,,,,50,000724,*,000979,*,
2012,12,412,1,2,15,681307.233,3535283.499,DM,M,,,,,46,000575,,000574,,
2006,11,342,1,2,15,681307.233,3535283.499,PP,M,,,,,20,332256,*,0,,
2004,9,316,1,2,15,681307.233,3535283.499,PB,F,,,B,,34,6B3271,,0,,
2006,10,341,1,2,15,681307.233,3535283.499,PB,M,,,,,45,6E1E4F,,0,,
2005,12,330,1,2,15,681307.233,3535283.499,PB,F,,,,,30,093D1D,,0,,
2006,3,334,1,2,15,681307.233,3535283.499,PB,F,,,,,35,212446,,0,,
2005,8,326,1,2,15,681307.233,3535283.499,PP,F,,,,,12,08287C,*,0,,
2006,5,336,1,2,15,681307.233,3535283.499,PB,M,J,,,,13,1E4362,*,0,,
2007,6,349,1,2,15,681307.233,3535283.499,SH,F,,,,,160,321610,,,,
2007,9,352,1,2,15,681307.233,3535283.499,PB,M,,,,,35,2D4C14,,,,
2007,1,344,1,2,15,681307.233,3535283.499,PB,M,,,,,41,6E1E4F,,,,
2007,5,348,1,2,15,681307.233,3535283.499,PB,M,,,,,41,3B2666,*,,,
2007,2,345,1,2,15,681307.233,3535283.499,PP,F,,,,,13,210D15,,,,
2003,3,298,1,2,15,681307.233,3535283.499,DM,M,,,,,39,114646,*,0,,
2003,9,304,1,2,15,681307.233,3535283.499,DM,M,,,,,44,114646,,0,,
2003,11,306,1,2,15,681307.233,3535283.499,DM,M,,,,,42,114646,,0,,
2003,2,296,1,2,15,681307.233,3535283.499,PB,M,,,,,38,7E7537,,0,,
2004,8,315,1,2,15,681307.233,3535283.499,PP,M,,,,,11,3E1D79,*,0,,
2004,4,311,1,2,15,681307.233,3535283.499,PP,F,,,,,11,07393C,,0,,
2003,5,300,1,2,15,681307.233,3535283.499,PP,F,,,E,,16,07393C,*,0,,
1988,7,124,1,2,15,681307.233,3535283.499,DM,F,,,E,,42,6701,,7756,,
1990,2,144,1,2,15,681307.233,3535283.499,DO,F,,S,,,36,1192,,0,,
1988,9,126,1,2,15,681307.233,3535283.499,DM,M,,,,,35,7205,,0,,
1988,8,125,1,2,15,681307.233,3535283.499,DM,M,J,,,,24,7205,,0,,
1990,5,147,1,2,15,681307.233,3535283.499,DO,F,,,E,,49,8781,,0,,
1989,11,140,1,2,15,681307.233,3535283.499,DO,F,,,,,46,8781,,0,,
1989,10,139,1,2,15,681307.233,3535283.499,DO,F,,,E,,46,8781,,0,,
1988,5,122,1,2,15,681307.233,3535283.499,DM,F,,,E,,48,6701,,7756,,
1992,5,171,1,2,15,681307.233,3535283.499,DO,F,,S,,,51,1771,,1850,,
1992,2,168,1,2,15,681307.233,3535283.499,OT,M,,,,,20,8727,,0,,D
1992,4,170,1,2,15,681307.233,3535283.499,DO,F,,,,,51,1771,,1850,,
1991,6,160,1,2,15,681307.233,3535283.499,DO,M,,,,,44,1748,,0,,
1992,9,176,1,2,15,681307.233,3535283.499,DO,F,,,,,52,2291,,0,,
1992,1,167,1,2,15,681307.233,3535283.499,DO,F,,,,,46,1771,,1850,,
2008,6,361,1,2,15,681307.233,3535283.499,PB,M,,,,,42,166506,,,,
2007,11,354,1,2,15,681307.233,3535283.499,PP,M,,,,,20,4B0A7F,*,,,
2007,12,355,1,2,15,681307.233,3535283.499,OT,M,,,,,26,786651,,,,
2008,10,366,1,2,15,681307.233,3535283.499,DM,F,,S,,,42,491F05,*,,,
2008,6,362,1,2,15,681307.233,3535283.499,DM,M,,,,,47,537874,,,,
2009,4,372,1,2,15,681307.233,3535283.499,DO,F,,,,,45,681B78,,,,
2008,4,359,1,2,15,681307.233,3535283.499,DM,M,,,,,49,537874,,,,
2002,7,290,1,2,15,681307.233,3535283.499,DO,M,,,,,49,60296A,,0,,
2002,11,293,1,2,15,681307.233,3535283.499,DM,M,,,,,45,757430,*,0,,
2000,7,266,1,2,15,681307.233,3535283.499,PP,M,,,,,18,7114PP,,0,,
2000,8,268,1,2,15,681307.233,3535283.499,PP,M,,,,,19,7004PP,,0,,
1997,5,231,1,2,15,681307.233,3535283.499,NAO,F,,,E,,144,168,*,0,,
1997,3,229,1,2,15,681307.233,3535283.499,DM,M,,,,,52,0E012C,,0,,
1996,9,224,1,2,15,681307.233,3535283.499,DM,F,J,,,,26,2664F0,*,0,,
1996,7,222,1,2,15,681307.233,3535283.499,OT,F,,,E,P,23,4E0D50,,0,,
1995,10,213,1,2,15,681307.233,3535283.499,PP,F,,,,,16,4E1DAF,*,0,,
1999,4,254,1,2,15,681307.233,3535283.499,DM,M,,,,,48,0111DM,,0,,
1998,11,249,1,2,15,681307.233,3535283.499,DM,M,,,,,46,0111DM,,0,,
1998,9,247,1,2,15,681307.233,3535283.499,DM,M,,,,,47,0111DM,,0,,
2000,2,262,1,2,15,681307.233,3535283.499,PB,M,,,,,30,7020PB,*,0,,
1983,3,66,1,2,15,681307.233,3535283.499,DM,M,,,,,43,3625,,0,,
1981,11,52,1,2,15,681307.233,3535283.499,OT,M,,,,,23,3113,,0,,
1982,9,62,1,2,15,681307.233,3535283.499,PF,F,,,,,6,8504,,0,,
1985,3,88,1,2,15,681307.233,3535283.499,OL,M,,,,,32,5918,,0,,
1986,5,99,1,2,15,681307.233,3535283.499,NAO,F,,,E,,163,6215,,0,,
1985,9,93,1,2,15,681307.233,3535283.499,DM,F,,,E,,46,5597,,0,,D
1985,2,87,1,2,15,681307.233,3535283.499,DM,M,,,,,39,-1,,0,,
2011,1,389,1,2,16,681313.302,3535283.663,DM,F,,,,,40,000122,*,000121,*,
2011,10,398,1,2,16,681313.302,3535283.663,PP,F,,,,,15,117A35,*,,,
2010,3,383,1,2,16,681313.302,3535283.663,PB,M,,,,,36,58572D,,,,
2012,8,408,1,2,16,681313.302,3535283.663,PP,M,,,,,16,,,,,
2012,7,407,1,2,16,681313.302,3535283.663,PP,M,,,,,22,1E5A6D,,,,
2012,3,403,1,2,16,681313.302,3535283.663,DM,F,,,,,49,000727,,000294,,
2011,12,400,1,2,16,681313.302,3535283.663,DM,F,,,B,,44,000727,,000294,,
2011,5,394,1,2,16,681313.302,3535283.663,DM,M,,,,,39,000133,,000792,,
2009,8,376,1,2,16,681313.302,3535283.663,NAO,F,,,E,,182,000913,,000916,,
2011,4,392,1,2,16,681313.302,3535283.663,DM,M,,,,,31,000133,,000792,,
2009,9,377,1,2,16,681313.302,3535283.663,PB,M,,,,,31,190427,,,,
2010,9,387,1,2,16,681313.302,3535283.663,PP,F,,,,,12,0A676C,*,,,
2012,1,401,1,2,16,681313.302,3535283.663,DM,F,,,,,44,000727,,000294,,
2012,6,406,1,2,16,681313.302,3535283.663,PP,M,,,,,19,1E5A6D,,,,
2012,11,411,1,2,16,681313.302,3535283.663,DM,F,,,,,42,000727,,000294,,
2012,12,412,1,2,16,681313.302,3535283.663,DM,F,,,,,40,000727,,000294,,
2005,8,326,1,2,16,681313.302,3535283.663,PP,F,,,E,,18,640042,,0,,
2006,1,332,1,2,16,681313.302,3535283.663,PB,F,,,,,29,212446,,0,,
2005,4,322,1,2,16,681313.302,3535283.663,PB,F,,,E,,33,212446,,0,,
2004,11,318,1,2,16,681313.302,3535283.663,PB,F,,,,,26,6B3271,,0,,
2006,7,338,1,2,16,681313.302,3535283.663,PP,F,,,,,14,46636D,*,0,,
2004,8,315,1,2,16,681313.302,3535283.663,PP,F,,,,,19,07393C,,0,,
2005,9,328,1,2,16,681313.302,3535283.663,PB,F,,,,,35,212446,*,0,,
2006,11,342,1,2,16,681313.302,3535283.663,DM,M,,,,,47,537874,*,0,,
2006,4,335,1,2,16,681313.302,3535283.663,DM,M,,,,,48,4F077C,,0,,
2005,5,323,1,2,16,681313.302,3535283.663,DM,M,,,,,28,237869,*,0,,
2006,3,333,1,2,16,681313.302,3535283.663,DM,M,,,,,53,4F077C,,0,,
2007,9,352,1,2,16,681313.302,3535283.663,DM,M,,,,,49,537874,,,,
2007,5,348,1,2,16,681313.302,3535283.663,PB,F,,,E,,34,595270,,,,
2007,6,349,1,2,16,681313.302,3535283.663,DM,M,,,,,49,537874,,,,
2007,4,347,1,2,16,681313.302,3535283.663,DM,F,,,E,P,55,5D3933,*,,,
2002,12,295,1,2,16,681313.302,3535283.663,PB,M,,,,,37,7E7537,,0,,
2004,7,314,1,2,16,681313.302,3535283.663,PP,M,,,,,18,7C0C0E,*,0,,
2003,12,307,1,2,16,681313.302,3535283.663,PB,M,,,,,28,223C0A,,0,,
2002,12,294,1,2,16,681313.302,3535283.663,DM,M,,,,,48,757430,,0,,
2004,2,309,1,2,16,681313.302,3535283.663,DM,F,,S,,,39,696901,*,0,,
2003,6,301,1,2,16,681313.302,3535283.663,DM,M,,,,,41,114646,,0,,
2003,3,297,1,2,16,681313.302,3535283.663,PB,M,,,,,47,170B2B,,0,,
1987,10,116,1,2,16,681313.302,3535283.663,PP,F,,,,,19,5000,,0,,
1987,11,117,1,2,16,681313.302,3535283.663,NAO,M,,,,,214,7534,,0,,
1988,8,125,1,2,16,681313.302,3535283.663,NAO,M,,,,,188,7206,,0,,
1987,7,113,1,2,16,681313.302,3535283.663,DM,,,,,,,0,,0,,E
1989,3,132,1,2,16,681313.302,3535283.663,DO,F,,,E,P,70,7228,,0,,
1991,1,155,1,2,16,681313.302,3535283.663,DM,M,,,,,51,1435,,0,,
1993,9,187,1,2,16,681313.302,3535283.663,DO,F,,,E,,53,4E0DEA,,0,,
1995,4,206,1,2,16,681313.302,3535283.663,DM,M,,,,,48,0D8945,,0,,
1994,9,199,1,2,16,681313.302,3535283.663,DM,M,,,,,46,0D8945,,0,,
1991,11,165,1,2,16,681313.302,3535283.663,DO,F,,,,,48,1771,,0,,
1992,7,173,1,2,16,681313.302,3535283.663,NAO,F,,,,,130,2252,,0,,
1991,12,166,1,2,16,681313.302,3535283.663,DM,M,,,,,48,1532,,1783,,
1995,3,205,1,2,16,681313.302,3535283.663,OL,M,,,,,24,4DDDF9,,0,,
1994,2,191,1,2,16,681313.302,3535283.663,DM,M,,,,,39,0D8945,,0,,
1994,11,201,1,2,16,681313.302,3535283.663,DM,M,,,,,44,0D8945,,0,,
1992,8,175,1,2,16,681313.302,3535283.663,DO,M,,,,,46,2291,,0,,
1994,3,193,1,2,16,681313.302,3535283.663,DM,M,,,,,40,0D8945,,0,,
1992,2,168,1,2,16,681313.302,3535283.663,DO,F,,,,,46,1771,,1850,,
1995,2,204,1,2,16,681313.302,3535283.663,DM,M,,,,,46,0D8945,,0,,
1992,3,169,1,2,16,681313.302,3535283.663,DO,F,,S,,,46,1771,,1850,,
2008,5,360,1,2,16,681313.302,3535283.663,NAO,F,,,,,130,913,*,914,*,
2008,1,356,1,2,16,681313.302,3535283.663,DM,M,,,,,50,537874,,,,
2008,2,357,1,2,16,681313.302,3535283.663,PB,F,,,,,31,415503,,,,
2007,12,355,1,2,16,681313.302,3535283.663,PE,F,,,,,22,4E1148,,,,
2007,12,355,1,2,16,681313.302,3535283.663,DM,M,,,,,47,537874,,,,
2008,1,356,1,2,16,681313.302,3535283.663,PB,F,,,,,32,415503,,,,
2008,6,362,1,2,16,681313.302,3535283.663,PB,F,,,,,44,415503,,,,
2008,6,361,1,2,16,681313.302,3535283.663,DM,M,,,,,49,537874,,,,
2009,3,371,1,2,16,681313.302,3535283.663,NAO,F,,,E,,170,000913,,000914,,
2008,3,358,1,2,16,681313.302,3535283.663,PB,F,,,,,35,415503,,,,
2000,11,270,1,2,16,681313.302,3535283.663,RM,M,,,,,12,7D6003,*,0,,
2002,11,293,1,2,16,681313.302,3535283.663,PP,F,,,,,15,79117E,,0,,
2000,11,270,1,2,16,681313.302,3535283.663,PB,M,,,,,34,65449,,0,,
2002,10,292,1,2,16,681313.302,3535283.663,PP,F,,,,,16,79117E,*,0,,
2000,12,271,1,2,16,681313.302,3535283.663,PB,M,,,,,34,65449,,0,,
1995,12,215,1,2,16,681313.302,3535283.663,DM,M,,,,,42,19505D,,0,,
1996,10,225,1,2,16,681313.302,3535283.663,DM,M,,,,,50,70F5C1,*,0,,
1996,3,218,1,2,16,681313.302,3535283.663,PE,M,,,,,21,1F432A,,0,,
1997,4,230,1,2,16,681313.302,3535283.663,PM,F,,,E,,28,2745,*,0,,
1996,2,217,1,2,16,681313.302,3535283.663,PP,F,,,,,17,1F0CC1,,0,,
2000,1,261,1,2,16,681313.302,3535283.663,NAO,F,,,E,,181,,,0,,
1997,10,236,1,2,16,681313.302,3535283.663,DO,M,,,,,49,2744,,0,,
1999,5,255,1,2,16,681313.302,3535283.663,DM,M,,,,,46,0111DM,,0,,
1998,5,242,1,2,16,681313.302,3535283.663,DM,F,,,E,P,58,0002DM,*,0,,
1998,7,245,1,2,16,681313.302,3535283.663,DM,M,,,,,40,0111DM,,0,,
1999,2,252,1,2,16,681313.302,3535283.663,DM,M,,,,,50,0111DM,,0,,
1998,6,244,1,2,16,681313.302,3535283.663,DM,M,,,,,33,0111DM,,0,,
1998,5,243,1,2,16,681313.302,3535283.663,NAO,F,,,E,,190,168,,0,,
1978,1,7,1,2,16,681313.302,3535283.663,NAO,,,,,,,0,,0,,
1981,7,48,1,2,16,681313.302,3535283.663,DM,M,,,,,45,2944,,0,,
1979,5,23,1,2,16,681313.302,3535283.663,NAO,M,,,,,184,1742,,0,,
1982,7,60,1,2,16,681313.302,3535283.663,OT,F,,,,P,27,3327,,0,,
1978,4,10,1,2,16,681313.302,3535283.663,NAO,,,,,,,0,,0,,E
1981,1,42,1,2,16,681313.302,3535283.663,DM,M,,,,,54,2660,,0,,
1982,9,62,1,2,16,681313.302,3535283.663,OL,F,,S,,,27,3157,,0,,
1981,11,52,1,2,16,681313.302,3535283.663,OT,F,,,,,22,3132,,0,,
1980,12,41,1,2,16,681313.302,3535283.663,DM,M,,,,,48,2660,,0,,
1987,4,109,1,2,16,681313.302,3535283.663,DO,F,,,E,,56,6908,,0,,
1984,12,85,1,2,16,681313.302,3535283.663,DO,F,,S,,,51,5608,,0,,
1983,12,75,1,2,16,681313.302,3535283.663,NAO,F,,,,,150,5186,,0,,
1987,5,111,1,2,16,681313.302,3535283.663,NAO,F,,,E,,99,7546,,0,,
1987,7,112,1,2,16,681313.302,3535283.663,DM,M,,,,,47,6941,,0,,
1985,8,92,1,2,16,681313.302,3535283.663,DM,F,,,R,,48,5597,,0,,
1986,5,99,1,2,16,681313.302,3535283.663,NAO,F,J,,,,82,6511,,0,,
1987,4,110,1,2,16,681313.302,3535283.663,NAO,M,J,,,,79,7572,,0,,
1985,3,88,1,2,16,681313.302,3535283.663,DM,F,,,,,38,5597,,0,,
2012,6,406,1,2,17,681319.771,3535283.868,PP,M,J,,,,14,0E3F5B,*,,,
2012,9,409,1,2,17,681319.771,3535283.868,PP,M,,,,,16,,,,,
2011,7,395,1,2,17,681319.771,3535283.868,DM,M,,,,,40,000133,,000792,*,
2009,10,378,1,2,17,681319.771,3535283.868,NAO,F,,,,,160,000913,,000914,,
2006,3,333,1,2,17,681319.771,3535283.868,DM,M,,,,,49,6A6B22,*,0,,
2004,11,318,1,2,17,681319.771,3535283.868,PB,M,,,,,44,261651,,0,,
2006,11,342,1,2,17,681319.771,3535283.868,PB,M,,,,,44,6E1E4F,,0,,
2005,7,325,1,2,17,681319.771,3535283.868,DM,M,,,,,44,237869,,0,,
2006,5,336,1,2,17,681319.771,3535283.868,DM,F,,,E,,54,0D240A,,0,,
2005,11,329,1,2,17,681319.771,3535283.868,PB,F,,,,,34,212446,,0,,
2005,5,323,1,2,17,681319.771,3535283.868,DM,F,,,,,28,343B48,*,0,,
2007,4,347,1,2,17,681319.771,3535283.868,PB,F,,,E,,32,595270,,,,
2007,5,348,1,2,17,681319.771,3535283.868,DO,F,,,,,51,39030E,,,,
2007,3,346,1,2,17,681319.771,3535283.868,PB,F,,,,,38,595270,,,,
2007,2,345,1,2,17,681319.771,3535283.868,PB,F,,,,,31,595270,,,,
2007,10,353,1,2,17,681319.771,3535283.868,PB,F,,,,,31,415503,,,,
2003,8,303,1,2,17,681319.771,3535283.868,PB,F,,,,,30,703746,,0,,
2003,12,307,1,2,17,681319.771,3535283.868,DM,M,,,,,44,114646,,0,,D
2003,5,300,1,2,17,681319.771,3535283.868,DM,M,,,,,40,114646,,0,,
2004,7,314,1,2,17,681319.771,3535283.868,DM,M,,,,,37,7A4806,,0,,
2003,10,305,1,2,17,681319.771,3535283.868,PB,M,,,,,27,223C0A,,0,,
2003,3,297,1,2,17,681319.771,3535283.868,PE,F,,,E,P,28,46546D,,0,,
2003,5,299,1,2,17,681319.771,3535283.868,DM,M,,,,,44,114646,,0,,
2003,7,302,1,2,17,681319.771,3535283.868,PB,F,,,,,26,703746,,0,,
1987,7,113,1,2,17,681319.771,3535283.868,NAO,M,,,,,269,6456,,0,,
1988,11,128,1,2,17,681319.771,3535283.868,OT,M,,,,,23,8544,,0,,
1989,12,141,1,2,17,681319.771,3535283.868,PE,F,,,,,20,1068,,0,,
